State_FIPS_Code,County_FIPS_Code,County,CHSI_State_Name,State,Poverty_%,Poverty,Population_Size,Min_Population_Size,Max_Population_Size,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,Less_than_highschool_diploma,Highschool_diploma_only,college_associate_s_degree,Bachelor_degree_higher,adults_with_less_than_highschool,proper_adults_with_less_than_highschool,adults_highschool,proper_adults_highschool,adults_compl_associate_s_degree,proper_adults_compl_associate_s_degree,adults_bachelor_s_degree_higher,proper_adults_bachelor_s_degree_higher,total,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Median_Household_Income,Med_HH_Income_Percent_of_State_Total
16,85,Valley,Idaho,ID,9.7,808.204,8332,1303,12284,13.9,1.3,98.2,0.2,0.7,0.4,2.8,507,1890,2285,2411,7.1,7.107107107,26.6,26.62662663,32.2,32.23223223,34,34.03403403,99.9,4550,4083,467,10.3,4567,4223,344,7.5,4773,4482,291,6.1,49380,103.8
16,87,Washington,Idaho,ID,13.8,1393.524,10098,7102,22197,15.9,2.8,97.1,0.2,0.8,1.3,16,1246,2289,2444,1002,17.8,17.8,32.8,32.8,35,35,14.4,14.4,100,4770,4417,353,7.4,4592,4287,305,6.6,4562,4300,262,5.7,35955,75.6
17,1,Adams,Illinois,IL,11.2,7508.48,67040,53309,92614,14.5,2.9,95.2,3.3,0.2,0.5,0.9,4485,16529,15350,9571,9.8,9.8,36,36,33.4,33.4,20.8,20.8,100,33090,30834,2256,6.8,32721,30986,1735,5.3,32588,30947,1641,5,46061,80.2
17,3,Alexander,Illinois,IL,22.2,1981.794,8927,9226,23786,14.9,2.8,63.9,34.8,0.2,0.5,1.7,1365,1770,1728,408,25.9,25.9,33.6,33.6,32.8,32.8,7.7,7.7,100,2701,2358,343,12.7,2560,2290,270,10.5,2516,2300,216,8.6,30699,53.4
17,5,Bond,Illinois,IL,10.8,1946.916,18027,10534,24055,11.9,2.2,91.7,7.1,0.5,0.4,1.6,1667,4589,3767,2116,13.7,13.71371371,37.8,37.83783784,31,31.03103103,17.4,17.41741742,99.9,8060,7365,695,8.6,7910,7398,512,6.5,7944,7521,423,5.3,49886,86.8
17,7,Boone,Illinois,IL,7.7,3887.191,50483,37787,53533,8.9,1.5,95.8,1.7,0.5,0.9,16.8,4684,12508,10652,6691,13.6,13.6,36.2,36.2,30.8,30.8,19.4,19.4,100,26537,23834,2703,10.2,26389,24342,2047,7.8,26362,24622,1740,6.6,58792,102.3
17,9,Brown,Illinois,IL,11.6,792.86,6835,7073,22330,10,2.5,80.9,18.7,0,0.3,4.4,938,1987,1526,656,18.4,18.4,38.9,38.9,29.9,29.9,12.8,12.8,100,2624,2462,162,6.2,2742,2628,114,4.2,2753,2651,102,3.7,50225,87.4
17,11,Bureau,Illinois,IL,8.6,3038.38,35330,26534,46580,14.3,3.1,98.1,0.6,0.2,0.6,6.1,2358,9512,8039,4222,9.8,9.8,39.4,39.4,33.3,33.3,17.5,17.5,100,17791,16164,1627,9.1,17510,16246,1264,7.2,17113,15997,1116,6.5,52138,90.7
17,13,Calhoun,Illinois,IL,8.6,444.018,5163,7073,22330,16.2,2.6,99,0.1,0.3,0.3,0.8,381,1510,1206,523,10.5,10.51051051,41.7,41.74174174,33.3,33.33333333,14.4,14.41441441,99.9,2427,2187,240,9.9,2374,2177,197,8.3,2375,2213,162,6.8,49689,86.5
17,15,Carroll,Illinois,IL,9.8,1576.428,16086,13849,23507,16.6,3.2,97.9,0.9,0.1,0.5,2.5,1155,4694,3407,1702,10.5,10.51051051,42.8,42.84284284,31.1,31.13113113,15.5,15.51551552,99.9,7915,7279,636,8,7868,7368,500,6.4,7973,7534,439,5.5,50750,88.3
17,17,Cass,Illinois,IL,10.5,1459.29,13898,10534,24055,13.4,2.1,97.9,1.1,0.1,0.5,15.1,1356,4112,2369,1197,15,15.01501502,45.5,45.54554555,26.2,26.22622623,13.2,13.21321321,99.9,6480,5889,591,9.1,6448,6007,441,6.8,6522,6150,372,5.7,46289,80.6
17,19,Champaign,Illinois,IL,12.6,23298.03,184905,113041,246124,8.5,1.5,78.7,11.2,0.3,7.9,3.8,7427,26166,33469,49595,6.4,6.4,22.4,22.4,28.7,28.7,42.5,42.5,100,103496,95742,7754,7.5,103675,97481,6194,6,104416,98971,5445,5.2,47966,83.5
17,21,Christian,Illinois,IL,10.5,3693.48,35176,28191,56200,13.6,2.9,96.4,2.5,0.2,0.6,1.1,2855,10627,7374,3376,11.8,11.8,43.9,43.9,30.4,30.4,13.9,13.9,100,16117,14552,1565,9.7,15830,14635,1195,7.5,15522,14491,1031,6.6,46870,81.6
17,23,Clark,Illinois,IL,10.3,1748.528,16976,10534,24055,14.3,2.7,98.9,0.4,0.1,0.2,0.5,1163,4162,3859,2067,10.3,10.3,37,37,34.3,34.3,18.4,18.4,100,7977,7229,748,9.4,7984,7418,566,7.1,8119,7611,508,6.3,50645,88.1
17,25,Clay,Illinois,IL,11.8,1666.396,14122,10534,24055,15,3.8,98.6,0.2,0.3,0.7,0.8,1186,3752,3167,1261,12.7,12.68731269,40.1,40.05994006,33.8,33.76623377,13.5,13.48651349,100.1,6344,5712,632,10,6454,5943,511,7.9,6662,6190,472,7.1,45709,79.6
17,27,Clinton,Illinois,IL,7.4,2671.03,36095,28085,47530,12.7,2.1,95.1,4,0.2,0.4,2,2887,8728,9539,5315,10.9,10.9,33,33,36,36,20.1,20.1,100,20026,18661,1365,6.8,20007,18927,1080,5.4,20159,19245,914,4.5,60556,105.4
17,29,Coles,Illinois,IL,13.2,6740.58,51065,53919,98288,11.6,2.2,95.5,2.4,0.3,1.1,1.8,3357,10306,10546,7646,10.5,10.5,32.4,32.4,33.1,33.1,24,24,100,24514,22353,2161,8.8,24343,22704,1639,6.7,24298,22792,1506,6.2,41319,71.9
17,31,Cook,Illinois,IL,14.5,769034.035,5303683,1214361,3635528,9.9,1.8,66.6,26.4,0.4,5.5,22.1,532846,846674,894932,1238952,15.2,15.18481518,24.1,24.07592408,25.5,25.47452547,35.3,35.26473526,100.1,2671615,2413294,258321,9.7,2652837,2454003,198834,7.5,2649758,2488170,161588,6.1,55058,95.8
17,33,Crawford,Illinois,IL,11.7,2328.066,19898,13849,23507,14.1,2.5,94.1,4.8,0.3,0.4,2,1523,4796,5126,2460,11,10.98901099,34.5,34.46553447,36.9,36.86313686,17.7,17.68231768,100.1,10008,9169,839,8.4,9769,9140,629,6.4,9687,9110,577,6,45889,79.9
17,35,Cumberland,Illinois,IL,10.1,1108.273,10973,10973,23371,13.2,2.5,99,0.3,0.2,0.2,0.6,931,2924,2645,1051,12.3,12.31231231,38.7,38.73873874,35,35.03503504,13.9,13.91391391,99.9,5844,5383,461,7.9,5878,5531,347,5.9,5900,5584,316,5.4,49567,86.3
17,37,DeKalb,Illinois,IL,9.3,9082.845,97665,61758,99844,8.1,1.5,90.8,5,0.2,2.8,8.4,4955,15912,21144,17901,8.3,8.291708292,26.6,26.57342657,35.3,35.26473526,29.9,29.87012987,100.1,54992,50474,4518,8.2,55054,51479,3575,6.5,55407,52296,3111,5.6,56536,98.4
17,39,De Witt,Illinois,IL,9.9,1645.083,16617,13849,23507,13.6,2.2,98.2,0.7,0.2,0.4,1.5,836,4820,3947,2027,7.2,7.207207207,41.4,41.44144144,33.9,33.93393393,17.4,17.41741742,99.9,8172,7496,676,8.3,7948,7433,515,6.5,7926,7485,441,5.6,55193,96.1
17,41,Douglas,Illinois,IL,8.1,1615.95,19950,10973,23371,13.6,2.5,98.4,0.5,0.2,0.5,4.9,2144,4930,3863,2252,16.3,16.28371628,37.4,37.36263736,29.3,29.27072927,17.1,17.08291708,100.1,9821,9132,689,7,9885,9309,576,5.8,10051,9551,500,5,52526,91.4
17,43,DuPage,Illinois,IL,5.9,54817.667,929113,596666,940807,8.9,1.3,84.8,4.1,0.2,9.7,11.3,48152,119917,164259,291269,7.7,7.707707708,19.2,19.21921922,26.3,26.32632633,46.7,46.74674675,99.9,510563,472757,37806,7.4,509799,480502,29297,5.7,511043,487203,23840,4.7,80037,139.3
17,45,Edgar,Illinois,IL,11.6,2222.212,19157,10534,24055,14.5,3.3,97.3,2,0.2,0.3,0.9,1692,5148,3876,2186,13.1,13.11311311,39.9,39.93993994,30,30.03003003,16.9,16.91691692,99.9,9071,8209,862,9.5,9156,8504,652,7.1,9400,8799,601,6.4,45485,79.2
17,47,Edwards,Illinois,IL,9.2,624.128,6784,13849,23507,15.4,3.3,99.1,0.2,0,0.6,0.5,579,1664,1917,472,12.5,12.5,35.9,35.9,41.4,41.4,10.2,10.2,100,2880,2633,247,8.6,2857,2667,190,6.7,2940,2764,176,6,46894,81.6
17,49,Effingham,Illinois,IL,8.9,3077.709,34581,28085,47530,12,2.3,98.8,0.3,0.2,0.4,1.1,1997,8219,8145,4645,8.7,8.7,35.7,35.7,35.4,35.4,20.2,20.2,100,18141,16881,1260,6.9,18422,17416,1006,5.5,18519,17620,899,4.9,52578,91.5
17,51,Fayette,Illinois,IL,13.1,2844.403,21713,10534,24055,13.2,2.2,94.7,4.8,0,0.2,1.1,2432,6342,4357,2026,16,16.01601602,41.8,41.84184184,28.7,28.72872873,13.4,13.41341341,99.9,10172,9231,941,9.3,9764,9040,724,7.4,9763,9130,633,6.5,41268,71.8
17,53,Ford,Illinois,IL,8.2,1160.874,14157,13849,23507,14.9,2.9,98.5,0.5,0,0.5,1.5,1105,3807,3229,1564,11.4,11.4,39.2,39.2,33.3,33.3,16.1,16.1,100,6580,6078,502,7.6,6470,6079,391,6,6521,6166,355,5.4,50877,88.5
17,55,Franklin,Illinois,IL,14.8,5879.004,39723,27028,48148,14.9,3.3,98.8,0.3,0.2,0.2,1,3754,9671,10667,3520,13.6,13.61361361,35,35.03503504,38.6,38.63863864,12.7,12.71271271,99.9,16996,14968,2028,11.9,16678,15147,1531,9.2,16459,15110,1349,8.2,37758,65.7
17,57,Fulton,Illinois,IL,11.3,4261.004,37708,28666,49149,14.9,3.1,95.2,3.8,0.3,0.3,1.4,3266,9688,9173,4056,12.5,12.5,37,37,35,35,15.5,15.5,100,16278,14496,1782,10.9,15793,14449,1344,8.5,15816,14598,1218,7.7,44435,77.3
17,59,Gallatin,Illinois,IL,15.8,972.016,6152,6796,19677,15,3.5,99.2,0.3,0.4,0,0.8,708,1427,1358,417,18.1,18.1,36.5,36.5,34.7,34.7,10.7,10.7,100,2490,2254,236,9.5,2474,2298,176,7.1,2466,2297,169,6.9,41045,71.4
17,61,Greene,Illinois,IL,12.2,1778.882,14581,6176,25119,13.9,3.1,98.3,0.9,0.2,0.2,0.7,1234,3964,3150,1230,12.9,12.9,41.4,41.4,32.9,32.9,12.8,12.8,100,6345,5793,552,8.7,6196,5777,419,6.8,6102,5724,378,6.2,39738,69.2
17,63,Grundy,Illinois,IL,6.1,2674.118,43838,37787,53533,9.5,1.7,97.3,1,0.2,0.6,6.2,2617,11880,11324,7029,8,7.992007992,36.2,36.16383616,34.5,34.46553447,21.4,21.37862138,100.1,25887,22884,3003,11.6,25563,23341,2222,8.7,25400,23665,1735,6.8,70092,122
17,65,Hamilton,Illinois,IL,12.2,1012.722,8301,6796,19677,15.3,3.7,98.7,0.6,0.3,0.2,1,773,2075,2161,848,13.2,13.2,35.4,35.4,36.9,36.9,14.5,14.5,100,4099,3783,316,7.7,4341,4088,253,5.8,4543,4302,241,5.3,49790,86.7
17,67,Hancock,Illinois,IL,9.8,1876.994,19153,13849,23507,15.4,3.4,98.9,0.4,0.2,0.2,0.5,1225,5345,4419,2509,9.1,9.1,39.6,39.6,32.7,32.7,18.6,18.6,100,8938,8172,766,8.6,8911,8333,578,6.5,8812,8248,564,6.4,48767,84.9
17,69,Hardin,Illinois,IL,14.8,698.264,4718,6704,22717,15.9,2.3,97.1,2.2,0,0.6,1.2,561,1122,1065,331,18.2,18.2,36.4,36.4,34.6,34.6,10.8,10.8,100,1738,1543,195,11.2,1644,1502,142,8.6,1549,1422,127,8.2,37331,65
17,71,Henderson,Illinois,IL,10.2,813.144,7972,5154,15506,15.5,1.8,99.1,0.3,0.1,0.1,0.9,550,2279,1667,736,10.5,10.48951049,43.6,43.55644356,31.9,31.86813187,14.1,14.08591409,100.1,3686,3394,292,7.9,3746,3512,234,6.2,3767,3544,223,5.9,50999,88.8
17,73,Henry,Illinois,IL,8.3,4199.053,50591,52773,97206,13.3,2.9,97.4,1.3,0.1,0.4,3.4,3749,12698,11287,6765,10.9,10.9,36.8,36.8,32.7,32.7,19.6,19.6,100,25521,23528,1993,7.8,25302,23625,1677,6.6,25147,23583,1564,6.2,51025,88.8
17,75,Iroquois,Illinois,IL,9.9,3037.023,30677,26534,46580,15.1,3,97.7,1,0.3,0.5,4.8,2424,8416,6548,2998,11.9,11.9,41.3,41.3,32.1,32.1,14.7,14.7,100,15084,13805,1279,8.5,15029,14077,952,6.3,14822,13972,850,5.7,46895,81.6
17,77,Jackson,Illinois,IL,19.3,11185.122,57954,54746,94031,9.2,2,81.2,12.6,0.3,4.3,2.9,3280,8638,11089,11741,9.4,9.4,24.9,24.9,31.9,31.9,33.8,33.8,100,28643,26362,2281,8,28535,26720,1815,6.4,28905,27276,1629,5.6,34395,59.9
17,79,Jasper,Illinois,IL,10.1,1012.02,10020,5421,16022,13.7,2.8,99.4,0.2,0.1,0.2,0.6,626,2599,2320,1248,9.2,9.190809191,38.3,38.26173826,34.2,34.16583417,18.4,18.38161838,100.1,4753,4370,383,8.1,4661,4361,300,6.4,4678,4381,297,6.3,52919,92.1
17,81,Jefferson,Illinois,IL,13.7,5539.458,40434,28910,46480,12.5,2.6,89.8,8.4,0.1,0.7,1.5,3748,9104,9811,4290,13.9,13.9,33.8,33.8,36.4,36.4,15.9,15.9,100,17907,16193,1714,9.6,17657,16348,1309,7.4,17323,16149,1174,6.8,43073,75
17,83,Jersey,Illinois,IL,8.4,1886.304,22456,7467,25734,12.6,2,97.9,1,0.1,0.4,0.9,1434,5660,5948,2520,9.2,9.2,36.4,36.4,38.2,38.2,16.2,16.2,100,11196,10190,1006,9,11105,10314,791,7.1,11195,10487,708,6.3,52493,91.4
17,85,Jo Daviess,Illinois,IL,7.6,1716.08,22580,10973,23371,16.4,2.8,98.8,0.4,0.2,0.2,2.4,1372,6337,4903,3870,8.3,8.308308308,38.4,38.43843844,29.7,29.72972973,23.5,23.52352352,99.9,11640,10748,892,7.7,11592,10883,709,6.1,11515,10876,639,5.5,51282,89.3
17,87,Johnson,Illinois,IL,12.7,1672.463,13169,9340,25391,12.1,1.6,86.9,12.3,0.2,0.3,3,1502,2952,3316,1459,16.3,16.3,32,32,35.9,35.9,15.8,15.8,100,4313,3778,535,12.4,4173,3775,398,9.5,4144,3789,355,8.6,45773,79.7
17,89,Kane,Illinois,IL,7.4,35676.362,482113,292916,558341,7,1.1,89.9,5.6,0.4,2.9,27.3,56147,78712,90687,105286,17,17,23.8,23.8,27.4,27.4,31.8,31.8,100,265781,242611,23170,8.7,265550,247376,18174,6.8,266855,251341,15514,5.8,72131,125.5
17,91,Kankakee,Illinois,IL,11.3,12200.836,107972,107972,231578,11.2,1.7,82.6,15.2,0.2,0.9,6.4,9623,24974,25625,12887,13.2,13.18681319,34.2,34.16583417,35.1,35.06493506,17.6,17.58241758,100.1,56375,50513,5862,10.4,55764,51350,4414,7.9,55211,51448,3763,6.8,56326,98
17,93,Kendall,Illinois,IL,4.1,3260.074,79514,37787,53533,6.8,1.1,93.6,3.1,0.2,1.9,12.6,5214,18443,24658,25238,7.1,7.1,25.1,25.1,33.5,33.5,34.3,34.3,100,64432,59018,5414,8.4,65148,60952,4196,6.4,65148,61815,3333,5.1,90640,157.8
17,95,Knox,Illinois,IL,12.7,6770.243,53309,53309,92614,14.9,2.7,90.6,7.2,0.2,0.8,3.8,4798,13674,11639,6431,13.1,13.1,37.4,37.4,31.9,31.9,17.6,17.6,100,23770,21655,2115,8.9,23645,22020,1625,6.9,23252,21812,1440,6.2,38992,67.9
17,97,Lake,Illinois,IL,6.9,48485.058,702682,596666,940807,8,1,85.9,6.8,0.3,5.5,18,48722,96059,113754,192336,10.8,10.8,21.3,21.3,25.2,25.2,42.7,42.7,100,366631,337502,29129,7.9,366842,343375,23467,6.4,368107,348035,20072,5.5,78001,135.8
17,99,La Salle,Illinois,IL,10.2,11485.608,112604,125578,226514,13.2,2.7,96.8,1.7,0.2,0.7,6.4,8883,29307,26965,12671,11.4,11.4,37.7,37.7,34.6,34.6,16.3,16.3,100,58363,52295,6068,10.4,57341,52697,4644,8.1,57537,53495,4042,7,51205,89.1
17,101,Lawrence,Illinois,IL,12.5,1991.25,15930,10534,24055,15.2,2.9,95.2,4.1,0,0.1,1.4,2793,4262,4135,1142,22.6,22.6,34.6,34.6,33.5,33.5,9.3,9.3,100,6350,5703,647,10.2,6356,5871,485,7.6,6144,5706,438,7.1,41759,72.7
17,103,Lee,Illinois,IL,8.8,3138.872,35669,33417,45858,12.6,2.4,93.9,4.6,0.1,0.8,4,2966,9326,8541,4127,11.9,11.9,37.4,37.4,34.2,34.2,16.5,16.5,100,18182,16705,1477,8.1,18194,17057,1137,6.2,17833,16862,971,5.4,54472,94.8
17,105,Livingston,Illinois,IL,9.7,3801.042,39186,28191,56200,12.6,2.6,93.6,5.4,0.2,0.3,2.8,3633,10601,8489,4332,13.4,13.4,39.2,39.2,31.4,31.4,16,16,100,17760,16321,1439,8.1,17511,16400,1111,6.3,17472,16511,961,5.5,53918,93.8
17,107,Logan,Illinois,IL,10.5,3213.315,30603,28191,56200,12.5,2.4,91.8,6.9,0.2,0.8,1.8,2826,7426,7345,3442,13.4,13.4,35.3,35.3,34.9,34.9,16.4,16.4,100,13146,12081,1065,8.1,13060,12229,831,6.4,13077,12357,720,5.5,54353,94.6
17,109,McDonough,Illinois,IL,15.9,5082.594,31966,27028,48148,11.3,2.5,92,4.3,0.1,2.8,1.8,1440,5376,5222,6052,8,7.992007992,29.7,29.67032967,28.9,28.87112887,33.5,33.46653347,100.1,14702,13470,1232,8.4,14331,13356,975,6.8,14040,13158,882,6.3,42684,74.3
17,111,McHenry,Illinois,IL,4.5,13679.55,303990,126158,268187,7.7,1.2,95.5,0.9,0.2,2.5,10,15843,53749,67537,65235,7.8,7.8,26.6,26.6,33.4,33.4,32.2,32.2,100,166913,152423,14490,8.7,165637,154781,10856,6.6,165699,156928,8771,5.3,76856,133.8
17,113,McLean,Illinois,IL,9.4,14947.222,159013,119015,235272,8.2,1.5,89.3,6.5,0.1,2.7,3.1,5508,26120,26664,44674,5.3,5.3,25.4,25.4,25.9,25.9,43.4,43.4,100,92724,86565,6159,6.6,91027,86074,4953,5.4,91110,86678,4432,4.9,60460,105.2
17,115,Macon,Illinois,IL,13.5,14872.545,110167,107972,231578,13.3,2.4,82.8,14.6,0.2,0.9,1.2,8443,25611,23430,17227,11.3,11.28871129,34.3,34.26573427,31.4,31.36863137,23.1,23.07692308,100.1,52698,46684,6014,11.4,50954,46633,4321,8.5,50593,47005,3588,7.1,47575,82.8
17,117,Macoupin,Illinois,IL,10.3,5058.433,49111,29055,44752,13.9,2.9,98,1,0.2,0.3,0.7,3657,12419,11248,5599,11.1,11.1,37.7,37.7,34.2,34.2,17,17,100,23566,21330,2236,9.5,23193,21467,1726,7.4,23302,21825,1477,6.3,48544,84.5
17,119,Madison,Illinois,IL,10.6,28016.754,264309,280446,499060,11.9,2,90.2,7.9,0.3,0.7,1.9,15701,60121,61276,45125,8.6,8.6,33,33,33.6,33.6,24.8,24.8,100,133779,121836,11943,8.9,132593,123324,9269,7,133510,125430,8080,6.1,54375,94.6
17,121,Marion,Illinois,IL,13.6,5459.584,40144,28910,46480,14.1,3.1,94.1,4,0.2,0.7,1,3488,9662,9877,3680,13.1,13.08691309,36.2,36.16383616,37,36.96303696,13.8,13.78621379,100.1,18188,16351,1837,10.1,18088,16719,1369,7.6,18083,16841,1242,6.9,44289,77.1
17,123,Marshall,Illinois,IL,7.9,1044.143,13217,13849,23507,15.4,2.6,98.5,0.5,0.2,0.3,1.8,769,3537,2961,1565,8.7,8.708708709,40,40.04004004,33.5,33.53353353,17.7,17.71771772,99.9,5920,5388,532,9,5767,5372,395,6.8,5742,5360,382,6.7,53732,93.5
17,125,Mason,Illinois,IL,11,1731.51,15741,6176,25119,14.6,2.7,98.9,0.3,0.3,0.3,0.6,1378,4264,3234,1359,13.5,13.48651349,41.7,41.65834166,31.6,31.56843157,13.3,13.28671329,100.1,6767,6020,747,11,6655,6086,569,8.5,6649,6170,479,7.2,46878,81.6
17,127,Massac,Illinois,IL,13.2,2025.936,15348,12646,25965,15.2,2.7,92.8,6.1,0.1,0.2,1.1,1840,3483,3715,1638,17.2,17.21721722,32.6,32.63263263,34.8,34.83483483,15.3,15.31531532,99.9,6441,5801,640,9.9,6336,5831,505,8,6152,5699,453,7.4,40590,70.6
17,129,Menard,Illinois,IL,8.5,1082.73,12738,10973,23371,12.4,2,98.9,0.5,0.2,0.2,0.9,668,3338,2933,1869,7.6,7.6,37.9,37.9,33.3,33.3,21.2,21.2,100,6756,6278,478,7.1,6765,6387,378,5.6,6767,6444,323,4.8,61388,106.8
17,131,Mercer,Illinois,IL,8.7,1471.344,16912,10973,23371,14.2,2.3,98.9,0.5,0.1,0.2,1.4,1093,4674,3895,1777,9.6,9.59040959,40.9,40.85914086,34.1,34.06593407,15.5,15.48451548,100.1,8428,7764,664,7.9,8304,7726,578,7,8228,7714,514,6.2,54916,95.6
17,133,Monroe,Illinois,IL,4.1,1272.64,31040,28085,47530,11.4,1.7,99,0.2,0.2,0.3,1.3,1516,8059,7547,6082,6.5,6.506506507,34.7,34.73473473,32.5,32.53253253,26.2,26.22622623,99.9,17800,16605,1195,6.7,17925,16968,957,5.3,18055,17257,798,4.4,73684,128.2
17,135,Montgomery,Illinois,IL,12.5,3799.5,30396,28666,49149,14,3,95.3,3.9,0.2,0.3,1.1,3112,9048,6350,2699,14.7,14.7,42.7,42.7,29.9,29.9,12.7,12.7,100,12658,11268,1390,11,12166,11110,1056,8.7,12073,11146,927,7.7,45288,78.8
17,137,Morgan,Illinois,IL,11.7,4179.474,35722,28666,49149,13.1,2.6,93,5.5,0.2,0.6,1.5,2552,9798,6473,5326,10.6,10.58941059,40.6,40.55944056,26.8,26.77322677,22.1,22.07792208,100.1,17480,16097,1383,7.9,17264,16237,1027,5.9,17099,16234,865,5.1,46406,80.8
17,139,Moultrie,Illinois,IL,8.4,1218.84,14510,10973,23371,15.2,2.5,99.2,0.3,0.1,0.1,0.6,1566,3867,3143,1570,15.4,15.4,38.1,38.1,31,31,15.5,15.5,100,7126,6608,518,7.3,7064,6684,380,5.4,7362,7038,324,4.4,52790,91.9
17,141,Ogle,Illinois,IL,8,4343.2,54290,55104,102801,11.8,2.2,97.7,0.7,0.3,0.5,7.6,3944,12423,12345,7197,11,11,34.6,34.6,34.4,34.4,20,20,100,25897,23332,2565,9.9,25999,24085,1914,7.4,26063,24442,1621,6.2,57126,99.4
17,143,Peoria,Illinois,IL,13.4,24431.952,182328,107972,231578,11.7,2.2,78.7,16.9,0.2,2.3,2.6,12218,36105,39099,36173,9.9,9.9,29.2,29.2,31.6,31.6,29.3,29.3,100,93919,84834,9085,9.7,91845,84847,6998,7.6,90864,84588,6276,6.9,52448,91.3
17,145,Perry,Illinois,IL,13.3,3034.395,22815,6176,25119,12.8,2.5,90.4,8.5,0.3,0.4,2.1,2318,5697,5417,2065,15,14.98501499,36.8,36.76323676,35,34.96503497,13.3,13.28671329,100.1,9063,8057,1006,11.1,8906,8157,749,8.4,8863,8221,642,7.2,42032,73.2
17,147,Piatt,Illinois,IL,6.1,1017.48,16680,13849,23507,13.4,2.7,98.7,0.4,0,0.4,0.7,749,4049,3693,3083,6.5,6.5,35,35,31.9,31.9,26.6,26.6,100,8409,7805,604,7.2,8345,7874,471,5.6,8420,7991,429,5.1,65971,114.8
17,149,Pike,Illinois,IL,12.5,2137.375,17099,6796,19677,15.3,3.8,97.8,1.5,0.1,0.3,0.6,1425,4906,3286,1660,12.6,12.61261261,43.5,43.54354354,29.1,29.12912913,14.7,14.71471471,99.9,7723,7140,583,7.5,7769,7325,444,5.7,7633,7238,395,5.2,39005,67.9
17,151,Pope,Illinois,IL,14,589.54,4211,4171,16344,16.6,3.1,93.5,4.9,0.7,0.3,1.1,432,1116,1171,469,13.6,13.6,35,35,36.7,36.7,14.7,14.7,100,1835,1668,167,9.1,1799,1654,145,8.1,1781,1657,124,7,40722,70.9
17,153,Pulaski,Illinois,IL,19.8,1345.212,6794,9226,23786,12.6,2.6,67.6,30.9,0,1,1.5,782,1432,1453,462,18.9,18.9,34.7,34.7,35.2,35.2,11.2,11.2,100,2225,1947,278,12.5,2141,1921,220,10.3,2089,1902,187,9,33943,59.1
17,155,Putnam,Illinois,IL,6.5,396.11,6094,10973,23371,13.9,2.6,98.5,0.7,0.3,0.4,3.8,442,1671,1522,578,10.5,10.5,39.7,39.7,36.1,36.1,13.7,13.7,100,3071,2762,309,10.1,3044,2810,234,7.7,3038,2845,193,6.4,62024,107.9
17,157,Randolph,Illinois,IL,11.4,3775.908,33122,28666,49149,12.3,2.6,89.9,9.2,0.1,0.3,1.7,3891,10081,7022,2939,16.3,16.3,42.1,42.1,29.3,29.3,12.3,12.3,100,14439,13223,1216,8.4,14199,13263,936,6.6,14269,13483,786,5.5,47862,83.3
17,159,Richland,Illinois,IL,12,1895.76,15798,6176,25119,15.7,2.7,98.5,0.5,0.1,0.6,0.8,1154,3718,3983,2393,10.3,10.28971029,33.1,33.06693307,35.4,35.36463536,21.3,21.27872128,100.1,7404,6782,622,8.4,7251,6786,465,6.4,7401,6955,446,6,43396,75.5
17,161,Rock Island,Illinois,IL,11.6,17145.728,147808,118395,277035,12.8,2.6,89.1,7.8,0.3,1.3,10,12280,31729,34937,21826,12.2,12.18781219,31.5,31.46853147,34.7,34.66533467,21.7,21.67832168,100.1,73881,67708,6173,8.4,72777,67665,5112,7,72188,67518,4670,6.5,48024,83.6
17,163,St. Clair,Illinois,IL,14.5,37709.715,260067,296772,505505,10.8,1.8,67.8,29.5,0.3,1.2,2.6,18306,50068,63792,45373,10.3,10.3,28.2,28.2,35.9,35.9,25.6,25.6,100,128339,115692,12647,9.9,126783,116853,9930,7.8,127292,118848,8444,6.6,50155,87.3
17,165,Saline,Illinois,IL,15,3910.8,26072,27028,48148,15.5,3,94.3,4.5,0.3,0.2,1.1,2504,5568,6664,2390,14.6,14.6,32.5,32.5,38.9,38.9,14,14,100,11323,10123,1200,10.6,10838,9962,876,8.1,10565,9751,814,7.7,38329,66.7
17,167,Sangamon,Illinois,IL,10.1,19471.689,192789,119015,235272,11.5,2.1,86.8,10.4,0.2,1.4,1.2,10237,38704,41927,44841,7.5,7.507507508,28.5,28.52852853,30.9,30.93093093,33,33.03303303,99.9,104402,96674,7728,7.4,104656,98523,6133,5.9,104942,99408,5534,5.3,55371,96.4
17,169,Schuyler,Illinois,IL,9.5,671.935,7073,7073,22330,15.6,3,98.9,0.8,0,0.2,0.8,683,2043,1745,968,12.6,12.58741259,37.6,37.56243756,32.1,32.06793207,17.8,17.78221778,100.1,3486,3199,287,8.2,3465,3235,230,6.6,3535,3327,208,5.9,47092,82
17,171,Scott,Illinois,IL,9.6,519.552,5412,5421,16022,14.2,3.2,99.5,0,0.2,0.2,0.2,401,1738,1073,444,11,11.01101101,47.5,47.54754755,29.3,29.32932933,12.1,12.11211211,99.9,2613,2384,229,8.8,2561,2391,170,6.6,2571,2421,150,5.8,51584,89.8
